State,Declaration Type,MONTH,YEAR
Puerto Rico,Emergency Declaration,8,1974
Puerto Rico,Major Disaster Declaration,11,1974
Puerto Rico,Major Disaster Declaration,9,1975
Puerto Rico,Major Disaster Declaration,9,1979
Puerto Rico,Major Disaster Declaration,5,1985
Puerto Rico,Major Disaster Declaration,10,1985
Puerto Rico,Major Disaster Declaration,7,1986
Puerto Rico,Major Disaster Declaration,12,1987
Puerto Rico,Major Disaster Declaration,9,1989
Puerto Rico,Major Disaster Declaration,1,1992
Puerto Rico,Major Disaster Declaration,9,1995
Puerto Rico,Emergency Declaration,11,1996
Puerto Rico,Major Disaster Declaration,9,1996
Puerto Rico,Emergency Declaration,9,1998
Puerto Rico,Major Disaster Declaration,9,1998
Puerto Rico,Emergency Declaration,11,1999
Puerto Rico,Major Disaster Declaration,11,2001
Puerto Rico,Major Disaster Declaration,5,2001
Puerto Rico,Major Disaster Declaration,11,2003
Puerto Rico,Major Disaster Declaration,9,2004
Puerto Rico,Major Disaster Declaration,11,2005
Puerto Rico,Major Disaster Declaration,10,2008
Puerto Rico,Emergency Declaration,10,2009
Puerto Rico,Major Disaster Declaration,10,2010
Puerto Rico,Major Disaster Declaration,6,2010
Puerto Rico,Major Disaster Declaration,7,2011
Puerto Rico,Emergency Declaration,8,2011
Puerto Rico,Major Disaster Declaration,10,2011
Puerto Rico,Major Disaster Declaration,8,2011
Republic of the Marshall Islands,Major Disaster Declaration,4,1987
Republic of the Marshall Islands,Major Disaster Declaration,1,1988
Republic of the Marshall Islands,Major Disaster Declaration,12,1991
Republic of the Marshall Islands,Major Disaster Declaration,12,1992
Republic of the Marshall Islands,Major Disaster Declaration,2,1992
Republic of the Marshall Islands,Major Disaster Declaration,10,1994
Republic of the Marshall Islands,Major Disaster Declaration,3,1998
Rhode Island,Major Disaster Declaration,9,1954
Rhode Island,Major Disaster Declaration,8,1955
Rhode Island,Major Disaster Declaration,2,1978
Rhode Island,Emergency Declaration,2,1978
Rhode Island,Major Disaster Declaration,10,1985
Rhode Island,Major Disaster Declaration,8,1991
Rhode Island,Emergency Declaration,9,1992
Rhode Island,Emergency Declaration,3,1993
Rhode Island,Emergency Declaration,11,1996
Rhode Island,Major Disaster Declaration,1,1996
Rhode Island,Emergency Declaration,3,2003
Rhode Island,Emergency Declaration,9,2005
Rhode Island,Emergency Declaration,2,2005
Rhode Island,Major Disaster Declaration,5,2007
Rhode Island,Emergency Declaration,3,2010
Rhode Island,Major Disaster Declaration,3,2010
Rhode Island,Emergency Declaration,8,2011
Rhode Island,Major Disaster Declaration,9,2011
Rhode Island,Emergency Declaration,10,2012
Rhode Island,Major Disaster Declaration,11,2012
South Carolina,Major Disaster Declaration,10,1954
South Carolina,Major Disaster Declaration,8,1955
South Carolina,Emergency Declaration,8,1977
South Carolina,Major Disaster Declaration,3,1984
South Carolina,Major Disaster Declaration,9,1989
South Carolina,Major Disaster Declaration,10,1990
South Carolina,Major Disaster Declaration,9,1996
South Carolina,Major Disaster Declaration,9,1998
South Carolina,Emergency Declaration,9,1999
South Carolina,Major Disaster Declaration,9,1999
South Carolina,Major Disaster Declaration,1,2000
South Carolina,Fire Management Assistance Declaration,11,2001
South Carolina,Fire Management Assistance Declaration,6,2002
South Carolina,Major Disaster Declaration,1,2003
South Carolina,Major Disaster Declaration,10,2004
South Carolina,Major Disaster Declaration,9,2004
South Carolina,Major Disaster Declaration,9,2004
South Carolina,Major Disaster Declaration,2,2004
South Carolina,Emergency Declaration,9,2005
South Carolina,Major Disaster Declaration,1,2006
South Carolina,Fire Management Assistance Declaration,4,2009
South Dakota,Major Disaster Declaration,7,1954
South Dakota,Major Disaster Declaration,4,1960
South Dakota,Major Disaster Declaration,7,1962
South Dakota,Major Disaster Declaration,5,1965
South Dakota,Major Disaster Declaration,4,1969
South Dakota,Major Disaster Declaration,6,1972
South Dakota,Fire Management Assistance Declaration,7,1974
South Dakota,Fire Management Assistance Declaration,7,1975
South Dakota,Major Disaster Declaration,6,1976
South Dakota,Emergency Declaration,6,1976
South Dakota,Major Disaster Declaration,7,1984
South Dakota,Fire Management Assistance Declaration,7,1985
South Dakota,Fire Management Assistance Declaration,7,1985
South Dakota,Major Disaster Declaration,5,1986
South Dakota,Fire Management Assistance Declaration,7,1987
South Dakota,Fire Management Assistance Declaration,7,1988
South Dakota,Fire Management Assistance Declaration,9,1990
South Dakota,Major Disaster Declaration,7,1992
South Dakota,Major Disaster Declaration,7,1993
South Dakota,Major Disaster Declaration,6,1994
South Dakota,Fire Management Assistance Declaration,8,1994
South Dakota,Major Disaster Declaration,5,1995
South Dakota,Major Disaster Declaration,3,1995
South Dakota,Major Disaster Declaration,1,1996
South Dakota,Major Disaster Declaration,4,1997
South Dakota,Major Disaster Declaration,2,1997
South Dakota,Major Disaster Declaration,1,1997
South Dakota,Major Disaster Declaration,6,1998
South Dakota,Major Disaster Declaration,6,1999
South Dakota,Fire Management Assistance Declaration,8,2000
South Dakota,Fire Management Assistance Declaration,8,2000
South Dakota,Major Disaster Declaration,5,2000
South Dakota,Fire Management Assistance Declaration,8,2001
South Dakota,Major Disaster Declaration,5,2001
South Dakota,Fire Management Assistance Declaration,8,2002
South Dakota,Fire Management Assistance Declaration,11,2003
South Dakota,Major Disaster Declaration,7,2004
South Dakota,Emergency Declaration,9,2005
South Dakota,Fire Management Assistance Declaration,7,2005
South Dakota,Fire Management Assistance Declaration,7,2005
South Dakota,Fire Management Assistance Declaration,4,2005
South Dakota,Major Disaster Declaration,12,2005
South Dakota,Major Disaster Declaration,7,2005
South Dakota,Fire Management Assistance Declaration,7,2006
South Dakota,Major Disaster Declaration,6,2006
South Dakota,Major Disaster Declaration,5,2007
South Dakota,Fire Management Assistance Declaration,7,2007
South Dakota,Fire Management Assistance Declaration,7,2007
South Dakota,Major Disaster Declaration,12,2008
South Dakota,Major Disaster Declaration,7,2008
South Dakota,Major Disaster Declaration,5,2008
South Dakota,Major Disaster Declaration,6,2009
South Dakota,Major Disaster Declaration,7,2010
South Dakota,Major Disaster Declaration,11,2010
South Dakota,Major Disaster Declaration,9,2010
South Dakota,Major Disaster Declaration,5,2010
South Dakota,Major Disaster Declaration,5,2010
South Dakota,Major Disaster Declaration,3,2010
South Dakota,Major Disaster Declaration,3,2010
South Dakota,Major Disaster Declaration,5,2011
South Dakota,Fire Management Assistance Declaration,9,2012
South Dakota,Fire Management Assistance Declaration,7,2012
Tennessee,Major Disaster Declaration,3,1963
Tennessee,Major Disaster Declaration,7,1969
Tennessee,Major Disaster Declaration,5,1971
Tennessee,Major Disaster Declaration,5,1972
Tennessee,Major Disaster Declaration,6,1973
Tennessee,Major Disaster Declaration,5,1973
Tennessee,Major Disaster Declaration,3,1973
Tennessee,Major Disaster Declaration,4,1974
Tennessee,Major Disaster Declaration,3,1975
Tennessee,Major Disaster Declaration,11,1977
Tennessee,Major Disaster Declaration,4,1977
Tennessee,Major Disaster Declaration,5,1979
Tennessee,Major Disaster Declaration,9,1982
Tennessee,Major Disaster Declaration,8,1982
Tennessee,Major Disaster Declaration,5,1984
Tennessee,Major Disaster Declaration,2,1990
Tennessee,Major Disaster Declaration,6,1991
Tennessee,Major Disaster Declaration,1,1991
Tennessee,Emergency Declaration,3,1993
Tennessee,Major Disaster Declaration,2,1994
Tennessee,Major Disaster Declaration,4,1994
Tennessee,Major Disaster Declaration,6,1995
Tennessee,Major Disaster Declaration,4,1997
Tennessee,Major Disaster Declaration,3,1997
Tennessee,Major Disaster Declaration,4,1998
Tennessee,Major Disaster Declaration,7,1998
Tennessee,Major Disaster Declaration,1,1998
Tennessee,Major Disaster Declaration,1,1999
Tennessee,Major Disaster Declaration,5,1999
Tennessee,Fire Management Assistance Declaration,4,1999
Tennessee,Major Disaster Declaration,1,1999
Tennessee,Major Disaster Declaration,6,2000
Tennessee,Fire Management Assistance Declaration,11,2000
Tennessee,Fire Management Assistance Declaration,11,2000
Tennessee,Fire Management Assistance Declaration,11,2000
Tennessee,Fire Management Assistance Declaration,11,2001
Tennessee,Fire Management Assistance Declaration,11,2001
Tennessee,Major Disaster Declaration,8,2001
Tennessee,Major Disaster Declaration,11,2002
Tennessee,Major Disaster Declaration,4,2002
Tennessee,Major Disaster Declaration,7,2003
Tennessee,Major Disaster Declaration,5,2003
Tennessee,Major Disaster Declaration,3,2003
Tennessee,Major Disaster Declaration,10,2004
Tennessee,Emergency Declaration,9,2005
Tennessee,Major Disaster Declaration,4,2006
Tennessee,Major Disaster Declaration,2,2008
Tennessee,Major Disaster Declaration,7,2009
Tennessee,Major Disaster Declaration,5,2009
Tennessee,Major Disaster Declaration,8,2009
Tennessee,Major Disaster Declaration,2,2009
Tennessee,Major Disaster Declaration,5,2010
Tennessee,Major Disaster Declaration,9,2010
Tennessee,Major Disaster Declaration,5,2011
Tennessee,Major Disaster Declaration,5,2011
Tennessee,Major Disaster Declaration,7,2011
Tennessee,Major Disaster Declaration,5,2011
Tennessee,Major Disaster Declaration,3,2011
Tennessee,Emergency Declaration,5,2011
Tennessee,Major Disaster Declaration,3,2012
Texas,Major Disaster Declaration,5,1953
Texas,Major Disaster Declaration,6,1953
Texas,Major Disaster Declaration,7,1954
Texas,Major Disaster Declaration,4,1957
Texas,Major Disaster Declaration,6,1958
Texas,Major Disaster Declaration,7,1959
Texas,Major Disaster Declaration,7,1960
Texas,Major Disaster Declaration,9,1961
Texas,Major Disaster Declaration,9,1963
Texas,Major Disaster Declaration,6,1965
Texas,Major Disaster Declaration,9,1966
Texas,Major Disaster Declaration,5,1966
Texas,Major Disaster Declaration,9,1967
Texas,Major Disaster Declaration,7,1968
Texas,Major Disaster Declaration,6,1968
Texas,Major Disaster Declaration,5,1970
Texas,Major Disaster Declaration,8,1970
Texas,Major Disaster Declaration,9,1971
Texas,Major Disaster Declaration,5,1972
Texas,Major Disaster Declaration,1,1972
Texas,Major Disaster Declaration,3,1973
Texas,Major Disaster Declaration,7,1973
Texas,Major Disaster Declaration,6,1973
Texas,Major Disaster Declaration,11,1974
Texas,Major Disaster Declaration,2,1975
Texas,Major Disaster Declaration,4,1975
Texas,Major Disaster Declaration,6,1976
Texas,Major Disaster Declaration,8,1978
Texas,Major Disaster Declaration,4,1979
Texas,Major Disaster Declaration,7,1979
Texas,Major Disaster Declaration,9,1979
Texas,Major Disaster Declaration,6,1979
Texas,Major Disaster Declaration,4,1979
Texas,Major Disaster Declaration,9,1980
Texas,Major Disaster Declaration,8,1980
Texas,Major Disaster Declaration,10,1981
Texas,Major Disaster Declaration,9,1981
Texas,Major Disaster Declaration,5,1982
Texas,Major Disaster Declaration,4,1982
Texas,Major Disaster Declaration,8,1983
Texas,Major Disaster Declaration,10,1984
Texas,Major Disaster Declaration,10,1984
Texas,Major Disaster Declaration,1,1984
Texas,Major Disaster Declaration,4,1986
Texas,Major Disaster Declaration,9,1986
Texas,Major Disaster Declaration,11,1987
Texas,Major Disaster Declaration,5,1987
Texas,Fire Management Assistance Declaration,3,1988
Texas,Major Disaster Declaration,10,1988
Texas,Major Disaster Declaration,5,1989
Texas,Major Disaster Declaration,4,1989
Texas,Major Disaster Declaration,7,1989
Texas,Major Disaster Declaration,5,1990
Texas,Major Disaster Declaration,1,1990
Texas,Major Disaster Declaration,4,1991
Texas,Major Disaster Declaration,12,1991
Texas,Major Disaster Declaration,12,1992
Texas,Major Disaster Declaration,9,1992
Texas,Major Disaster Declaration,3,1992
Texas,Major Disaster Declaration,7,1992
Texas,Emergency Declaration,9,1993
Texas,Fire Management Assistance Declaration,9,1993
Texas,Fire Management Assistance Declaration,9,1993
Texas,Fire Management Assistance Declaration,8,1993
Texas,Major Disaster Declaration,10,1994
Texas,Major Disaster Declaration,4,1994
Texas,Fire Management Assistance Declaration,7,1994
Texas,Major Disaster Declaration,6,1995
Texas,Emergency Declaration,2,1996
Texas,Fire Management Assistance Declaration,7,1996
Texas,Fire Management Assistance Declaration,5,1996
Texas,Fire Management Assistance Declaration,5,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,4,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,3,1996
Texas,Fire Management Assistance Declaration,2,1996
Texas,Fire Management Assistance Declaration,2,1996
Texas,Major Disaster Declaration,7,1997
Texas,Major Disaster Declaration,10,1998
Texas,Emergency Declaration,6,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,9,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,8,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,7,1998
Texas,Fire Management Assistance Declaration,6,1998
Texas,Fire Management Assistance Declaration,6,1998
Texas,Fire Management Assistance Declaration,6,1998
Texas,Fire Management Assistance Declaration,5,1998
Texas,Fire Management Assistance Declaration,5,1998
Texas,Major Disaster Declaration,9,1998
Texas,Major Disaster Declaration,8,1998
Texas,Emergency Declaration,9,1999
Texas,Fire Management Assistance Declaration,11,1999
Texas,Fire Management Assistance Declaration,10,1999
Texas,Fire Management Assistance Declaration,9,1999
Texas,Fire Management Assistance Declaration,9,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,8,1999
Texas,Fire Management Assistance Declaration,3,1999
Texas,Major Disaster Declaration,8,1999
Texas,Major Disaster Declaration,5,1999
Texas,Major Disaster Declaration,4,2000
Texas,Fire Management Assistance Declaration,10,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,9,2000
Texas,Fire Management Assistance Declaration,8,2000
Texas,Fire Management Assistance Declaration,8,2000
Texas,Fire Management Assistance Declaration,8,2000
Texas,Fire Management Assistance Declaration,1,2000
Texas,Fire Management Assistance Declaration,1,2000
Texas,Fire Management Assistance Declaration,1,2000
Texas,Fire Management Assistance Declaration,1,2001
Texas,Fire Management Assistance Declaration,1,2001
Texas,Major Disaster Declaration,6,2001
Texas,Major Disaster Declaration,1,2001
Texas,Major Disaster Declaration,11,2002
Texas,Major Disaster Declaration,9,2002
Texas,Major Disaster Declaration,7,2002
Texas,Emergency Declaration,2,2003
Texas,Major Disaster Declaration,7,2003
Texas,Emergency Declaration,9,2005
Texas,Emergency Declaration,9,2005
Texas,Fire Management Assistance Declaration,12,2005
Texas,Fire Management Assistance Declaration,12,2005
Texas,Major Disaster Declaration,9,2005
Texas,Fire Management Assistance Declaration,11,2006
Texas,Fire Management Assistance Declaration,9,2006
Texas,Fire Management Assistance Declaration,8,2006
Texas,Fire Management Assistance Declaration,8,2006
Texas,Fire Management Assistance Declaration,6,2006
Texas,Fire Management Assistance Declaration,5,2006
Texas,Fire Management Assistance Declaration,2,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Fire Management Assistance Declaration,1,2006
Texas,Major Disaster Declaration,8,2006
Texas,Major Disaster Declaration,1,2006
Texas,Major Disaster Declaration,6,2007
Texas,Emergency Declaration,8,2007
Texas,Major Disaster Declaration,10,2007
Texas,Major Disaster Declaration,5,2007
Texas,Emergency Declaration,9,2008
Texas,Emergency Declaration,8,2008
Texas,Emergency Declaration,3,2008
Texas,Fire Management Assistance Declaration,8,2008
Texas,Fire Management Assistance Declaration,6,2008
Texas,Fire Management Assistance Declaration,6,2008
Texas,Fire Management Assistance Declaration,6,2008
Texas,Fire Management Assistance Declaration,5,2008
Texas,Fire Management Assistance Declaration,4,2008
Texas,Fire Management Assistance Declaration,4,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,3,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Fire Management Assistance Declaration,2,2008
Texas,Major Disaster Declaration,9,2008
Texas,Major Disaster Declaration,7,2008
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,4,2009
Texas,Fire Management Assistance Declaration,3,2009
Texas,Fire Management Assistance Declaration,3,2009
Texas,Fire Management Assistance Declaration,3,2009
Texas,Fire Management Assistance Declaration,2,2009
Texas,Fire Management Assistance Declaration,2,2009
Texas,Fire Management Assistance Declaration,2,2009
Texas,Emergency Declaration,6,2010
Texas,Major Disaster Declaration,8,2010
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,9,2011
Texas,Fire Management Assistance Declaration,8,2011
Texas,Fire Management Assistance Declaration,8,2011
Texas,Fire Management Assistance Declaration,7,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,6,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,5,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,4,2011
Texas,Fire Management Assistance Declaration,3,2011
Texas,Fire Management Assistance Declaration,3,2011
Texas,Fire Management Assistance Declaration,2,2011
Texas,Fire Management Assistance Declaration,2,2011
Texas,Fire Management Assistance Declaration,2,2011
Texas,Fire Management Assistance Declaration,2,2011
Texas,Major Disaster Declaration,9,2011
Texas,Major Disaster Declaration,7,2011
Texas,Fire Management Assistance Declaration,4,2012
Utah,Emergency Declaration,1,1977
Utah,Emergency Declaration,1,1977
Utah,Major Disaster Declaration,4,1983
Utah,Major Disaster Declaration,8,1984
Utah,Major Disaster Declaration,3,1986
Utah,Major Disaster Declaration,1,1989
Utah,Fire Management Assistance Declaration,8,1994
Utah,Fire Management Assistance Declaration,8,1994
Utah,Major Disaster Declaration,8,1999
Utah,Fire Management Assistance Declaration,8,2001
Utah,Fire Management Assistance Declaration,7,2002
Utah,Fire Management Assistance Declaration,7,2003
Utah,Fire Management Assistance Declaration,6,2004
Utah,Emergency Declaration,9,2005
Utah,Fire Management Assistance Declaration,6,2005
Utah,Major Disaster Declaration,8,2005
Utah,Major Disaster Declaration,2,2005
Utah,Fire Management Assistance Declaration,7,2007
Utah,Fire Management Assistance Declaration,7,2007
Utah,Fire Management Assistance Declaration,6,2007
Utah,Fire Management Assistance Declaration,8,2009
Utah,Fire Management Assistance Declaration,9,2010
Utah,Major Disaster Declaration,8,2011
Utah,Major Disaster Declaration,2,2011
Utah,Fire Management Assistance Declaration,7,2012
Utah,Fire Management Assistance Declaration,6,2012
Utah,Fire Management Assistance Declaration,6,2012
Utah,Fire Management Assistance Declaration,6,2012
Utah,Fire Management Assistance Declaration,6,2012
Utah,Major Disaster Declaration,11,2012
Utah,Major Disaster Declaration,2,2012
Vermont,Major Disaster Declaration,11,1963
Vermont,Major Disaster Declaration,3,1964
Vermont,Major Disaster Declaration,8,1969
Vermont,Major Disaster Declaration,7,1973
Vermont,Major Disaster Declaration,8,1976
Vermont,Emergency Declaration,9,1977
Vermont,Major Disaster Declaration,6,1984
Vermont,Major Disaster Declaration,9,1989
Vermont,Major Disaster Declaration,7,1990
Vermont,Major Disaster Declaration,3,1992
Vermont,Major Disaster Declaration,5,1993
Vermont,Major Disaster Declaration,8,1995
Vermont,Major Disaster Declaration,6,1996
Vermont,Major Disaster Declaration,2,1996
Vermont,Major Disaster Declaration,7,1997
Vermont,Major Disaster Declaration,6,1998
Vermont,Major Disaster Declaration,1,1998
Vermont,Major Disaster Declaration,11,1999
Vermont,Major Disaster Declaration,7,2000
Vermont,Emergency Declaration,4,2001
Vermont,Major Disaster Declaration,1,2001
Vermont,Major Disaster Declaration,7,2002
Vermont,Major Disaster Declaration,9,2003
Vermont,Major Disaster Declaration,9,2004
Vermont,Major Disaster Declaration,8,2007
Vermont,Major Disaster Declaration,5,2007
Vermont,Major Disaster Declaration,8,2008
Vermont,Major Disaster Declaration,9,2008
Vermont,Major Disaster Declaration,7,2008
Vermont,Major Disaster Declaration,1,2009
Vermont,Major Disaster Declaration,12,2010
Vermont,Emergency Declaration,8,2011
Vermont,Major Disaster Declaration,11,2011
Vermont,Major Disaster Declaration,9,2011
Vermont,Major Disaster Declaration,7,2011
Vermont,Major Disaster Declaration,6,2011
Vermont,Major Disaster Declaration,6,2012
Virgin Islands,Major Disaster Declaration,6,1964
Virgin Islands,Major Disaster Declaration,10,1970
Virgin Islands,Major Disaster Declaration,11,1974
Virgin Islands,Emergency Declaration,7,1974
Virgin Islands,Emergency Declaration,6,1977
Virgin Islands,Major Disaster Declaration,9,1979
Virgin Islands,Major Disaster Declaration,4,1983
Virgin Islands,Major Disaster Declaration,12,1984
Virgin Islands,Major Disaster Declaration,9,1989
Virgin Islands,Major Disaster Declaration,9,1995
Virgin Islands,Major Disaster Declaration,7,1996
Virgin Islands,Emergency Declaration,9,1998
Virgin Islands,Major Disaster Declaration,9,1998
Virgin Islands,Emergency Declaration,11,1999
Virgin Islands,Major Disaster Declaration,11,1999
Virgin Islands,Major Disaster Declaration,12,2003
Virgin Islands,Major Disaster Declaration,10,2004
Virgin Islands,Major Disaster Declaration,10,2008
Virgin Islands,Major Disaster Declaration,11,2010
Virgin Islands,Major Disaster Declaration,11,2010
Virgin Islands,Major Disaster Declaration,9,2010
Virginia,Major Disaster Declaration,2,1957
Virginia,Major Disaster Declaration,3,1962
Virginia,Major Disaster Declaration,3,1963
Virginia,Major Disaster Declaration,8,1969
Virginia,Major Disaster Declaration,10,1972
Virginia,Major Disaster Declaration,10,1972
Virginia,Major Disaster Declaration,6,1972
Virginia,Emergency Declaration,10,1976
